rank,owner_address,owner_type,ownership_sources,non_custodial_direct_cpal,non_custodial_direct_cpal_raw,attributed_backstop_cpal_equivalent,attributed_backstop_cpal_equivalent_raw,unattributed_backstop_custody_cpal,unattributed_backstop_custody_cpal_raw,flattened_total_cpal,flattened_total_cpal_raw,share_of_total_supply_percent_12dp,backstop_pool_count,backstop_pool_names,backstop_pool_addresses
70,GB2DU4ZPFADD74YOWSRB4PS4UKZ6Y3M47IH4OD232HBYVCSR2FS56T6D,account,backstop_attributed,0.0000000,0,18973.8668374,189738668374,0.0000000,0,18973.8668374,189738668374,0.129868489685,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
71,GDOWQ4ZMCXDB55WGAP76KWTPOWMVCLAJHT23OMYRA7DP3KRT5XR5U4V5,account,backstop_attributed,0.0000000,0,17676.7927177,176767927177,0.0000000,0,17676.7927177,176767927177,0.120990538850,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
72,GBXC7VPR7BOTZX2XDKKL2TFL4ME6CW24S64UIVUMJEQD63BDUPTB7QC4,account,backstop_attributed,0.0000000,0,16911.7586367,169117586367,0.0000000,0,16911.7586367,169117586367,0.115754188163,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
73,GBZSLZ44CYYFK7XL2JLNKM6H6QWPO3ECGJSTEMHIGCTNYO5ZPGAGB5YF,account,backstop_attributed,0.0000000,0,15655.2666365,156552666365,0.0000000,0,15655.2666365,156552666365,0.107154005619,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
74,GAOW66RKXHHUYKRWAW27NBJBBAQ4LFD7SL6CFP7ZNVQVL6AXMOPVFTTI,account,direct+backstop_attributed,1.1850714,11850714,15327.3584769,153273584769,0.0000000,0,15328.5435483,153285435483,0.104917717445,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
75,GAKE3C7NIXFFOUWXX2ULXEN7I4OHHYLFE5QX3CARL4BFFYN3WWIQA6CA,account,direct+backstop_attributed,0.0027216,27216,14882.5620567,148825620567,0.0000000,0,14882.5647783,148825647783,0.101865172079,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
76,GC4CGV74U5GH32D4XDROWYBH5QCF77ND4XNZCMSCB3F3D73U3JUOWGWJ,account,backstop_attributed,0.0000000,0,14173.7022846,141737022846,0.0000000,0,14173.7022846,141737022846,0.097013293322,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
77,GDZK4JBS567MWKLC7O3BIHDP4B2V2RPRBWDU2KML4CPVNIO3W3YXNOOT,account,backstop_attributed,0.0000000,0,13709.9846881,137099846881,0.0000000,0,13709.9846881,137099846881,0.093839332821,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
78,CANSYFVMIP7JVYEZQ463Y2I2VLEVNLDJJ4QNZTDBGLOOGKURPTW4A6FQ,contract,direct+backstop_attributed,12821.8209655,128218209655,1.5295682,15295682,0.0000000,0,12823.3505337,128233505337,0.087770678523,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
79,GDUOWL73D25L27QQHT724UESPBLS5TKX37WSRT6BMFYW2K7IK55BHZ33,account,backstop_attributed,0.0000000,0,12612.9986616,126129986616,0.0000000,0,12612.9986616,126129986616,0.086330904534,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
80,GC5UG5EGNWDZZTJWDECRDRYF45IZW7KHC5CGAVBMCWEFP2PX2XIUBKFZ,account,backstop_attributed,0.0000000,0,12194.7076919,121947076919,0.0000000,0,12194.7076919,121947076919,0.083467871029,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
81,GAAUMMCT5PVLB5SP7FJYDXKZYDFJLXLJ34EXFREMDWOZLKYVE2PNVZWO,account,direct+backstop_attributed,12150.8243129,121508243129,1.4495222,14495222,0.0000000,0,12152.2738351,121522738351,0.083177428340,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
82,GCTRNISWSF2OHWYXNRY76A3QNSU3WDPX2MWLIY7DK6J4BFTM7YLTC53K,account,backstop_attributed,0.0000000,0,12031.9718640,120319718640,0.0000000,0,12031.9718640,120319718640,0.082354009718,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
83,GABUR2QAN4CERGIWJV2YUPGNJ6OHNURPUZIL6N7I3FBYUGPYYL74SYVY,account,backstop_attributed,0.0000000,0,10744.9025301,107449025301,0.0000000,0,10744.9025301,107449025301,0.073544537619,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
84,GBNZXBH7SWFPU7WW2D3WGMWZHSH2L3G5XFQO3FTLU5ZIYINOOAI2EQVI,account,backstop_attributed,0.0000000,0,10652.7149969,106527149969,0.0000000,0,10652.7149969,106527149969,0.072913551020,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
85,GDWRJJNZ2LKEMSGLVVV5CXNRDUMAOCWH7A6LLHE22S55SLKAWQ7IOOPA,account,backstop_attributed,0.0000000,0,9915.2371995,99152371995,0.0000000,0,9915.2371995,99152371995,0.067865812014,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
86,GDIDAYNCTXAB2WD7V33B4JQMG7FU4IN4OBJKDLCNTLUIJLWN6AVJX7VL,account,direct+backstop_attributed,1599.9772180,15999772180,8200.8913221,82008913221,0.0000000,0,9800.8685401,98008685401,0.067083004525,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
87,GAEFA3JFZP3ELPN7JB5S2VEPKB2ZUBVSYLLTARYEGBDIMXGE4CNJRZQL,account,backstop_attributed,0.0000000,0,9209.8956179,92098956179,0.0000000,0,9209.8956179,92098956179,0.063038032484,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
88,GD3NUJ65TMGJ7CKTSABLJ5ZHZP4F4DXHMFDCDL4EJBCFDK4MD6F46K2X,account,backstop_attributed,0.0000000,0,9161.0864025,91610864025,0.0000000,0,9161.0864025,91610864025,0.062703953030,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
89,GAFE6HR3CH7ZVBHMC4CZJCBSGM4B24SBS32GYSYEL7SVNF3WFEJGT3MB,account,backstop_attributed,0.0000000,0,9087.6482934,90876482934,0.0000000,0,9087.6482934,90876482934,0.062201298700,2,Etherfuse|Fixed,CDMAVJPFXPADND3YRL4BSM3AKZWCTFMX27GLLXCML3PD62HEQS5FPVAI|CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
90,GBJY7AY5GIEINQXU5W2NBFEMGTFOTB2OTNCCMKSLVIDXS3DMHG56I6XN,account,backstop_attributed,0.0000000,0,8918.0125458,89180125458,0.0000000,0,8918.0125458,89180125458,0.061040210213,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
91,GB2CFKKR76ZTD5PRRDN2Y6NCHRWVLH4ZNRS3PWSY75SK4SFYGIJNYWVQ,account,backstop_attributed,0.0000000,0,8726.6486818,87266486818,0.0000000,0,8726.6486818,87266486818,0.059730401506,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
92,GBKOURWF7XDXE4LOON3NPOGRICEGWZCUT2I6SOTLGJQFR3MUANXLOQRC,account,backstop_attributed,0.0000000,0,8717.1701283,87171701283,0.0000000,0,8717.1701283,87171701283,0.059665524618,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
93,GB4QXSDFNYCXPSAQUMEV2BFFK4BRAM3KJKE7SS4SJTZKLQIUFT67KB4R,account,backstop_attributed,0.0000000,0,8413.5413735,84135413735,0.0000000,0,8413.5413735,84135413735,0.057587307871,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
94,GASIB4EFSNE5DJIZJ5UTFJKR7RPNKKWXPXBQ2RRPWASOCGGKJSCUMHVB,account,backstop_attributed,0.0000000,0,8331.9919811,83319919811,0.0000000,0,8331.9919811,83319919811,0.057029135069,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
95,GDLKPOO7W6SOWPEM6WMA6I5EIEHY4BPK3XAWGLOEKQIEHSTXQ2WX3SZ7,account,backstop_attributed,0.0000000,0,8112.7284724,81127284724,0.0000000,0,8112.7284724,81127284724,0.055528364511,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
96,GDLOF7T2R4KG5MGJFVAGUZSHI56RPICDB6RT3YJH4K5S6URUTT4GLOYL,account,backstop_attributed,0.0000000,0,7950.8788375,79508788375,0.0000000,0,7950.8788375,79508788375,0.054420568835,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
97,GD2KBXIKQPG2NKZOWPOWIGPC2YELQAEINW4CAMHEDGTKKL7BQG2K27SQ,account,backstop_attributed,0.0000000,0,7774.4451201,77744451201,0.0000000,0,7774.4451201,77744451201,0.053212950978,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
98,GDUPNDRCOUBLTU3XP4JNOM7SLAQWJHM43DBZPU3IQ2RPA2WNPJRSDAQM,account,backstop_attributed,0.0000000,0,7447.6133712,74476133712,0.0000000,0,7447.6133712,74476133712,0.050975919066,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
99,GAEA5RKUQGTFLDABISBRBX2POCGGNWHNLKVRZWBXM775AT553ORW7CES,account,backstop_attributed,0.0000000,0,7337.7212117,73377212117,0.0000000,0,7337.7212117,73377212117,0.050223751419,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
100,GAH4AXT76QELFMSAZSLK7227CVN573JUQ4DF2NDRQV7YEIY3L4URKRTC,account,backstop_attributed,0.0000000,0,7166.6291465,71666291465,0.0000000,0,7166.6291465,71666291465,0.049052695023,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
101,GBKX5IU5DRZNVUKA5GTNUPYKOCAPE5SIGATVEV4GFH5U6PRDV3KD7OAU,account,backstop_attributed,0.0000000,0,6909.3006269,69093006269,0.0000000,0,6909.3006269,69093006269,0.047291384771,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
102,GA4XQJFTIVONNM2MXU5ICJU2HSRVNK6O45EJO7SJF43OXW4TDWQOQZ4W,account,backstop_attributed,0.0000000,0,6807.1375479,68071375479,0.0000000,0,6807.1375479,68071375479,0.046592119571,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
103,GDU4ICJ4W23A4TPQZ6ORIAL2O7Y6ZG6BWWT4PNCJZEU3JZCFR37HTB4H,account,backstop_attributed,0.0000000,0,6743.6141195,67436141195,0.0000000,0,6743.6141195,67436141195,0.046157327245,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
104,GDW7OGVBIKEKP2PM6ITXHGPNAOWFUNWDOD2PPHCMZGBOKDVVP5SKQYH4,account,backstop_attributed,0.0000000,0,6656.9232693,66569232693,0.0000000,0,6656.9232693,66569232693,0.045563963231,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
105,GAFTKWPXSLKPIJMVGPV6V563ER3PA4QOW4I7UY235FVY7ALC2VEM4TAC,account,backstop_attributed,0.0000000,0,6440.8204857,64408204857,0.0000000,0,6440.8204857,64408204857,0.044084826566,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
106,GCU6SLEQWJL7JRNVSR66HLESQRNZZW6TMFAE6W46GG3QH3CRI7X3VRNX,account,backstop_attributed,0.0000000,0,5921.3866494,59213866494,0.0000000,0,5921.3866494,59213866494,0.040529510805,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
107,GBOMDHO2SCHUGZD5ZNMOYB5JYCXGH7Y4AJOGJQK4KR5LBZ64RBDGKFDP,account,backstop_attributed,0.0000000,0,5740.5606414,57405606414,0.0000000,0,5740.5606414,57405606414,0.039291829485,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
108,GDO7VAOZL4D2JHIMLXHHIEJM74DH672SPVB2AR3JOMZYDSD5ADIITONY,account,backstop_attributed,0.0000000,0,5733.5121322,57335121322,0.0000000,0,5733.5121322,57335121322,0.039243585273,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
109,GDLADKDLRXC476LBLR7EHSFRANMLYKGQVPPX3LLMXIGBFQAF3QDY2KYG,account,direct,5727.1773735,57271773735,0.0000000,0,0.0000000,0,5727.1773735,57271773735,0.039200226397,0,,
110,GABWDIZNURBP3DQYI7IUXU2GQSSZWY5R6FYDXX5NQ64QEUAUYFEGM57O,account,backstop_attributed,0.0000000,0,4741.0113523,47410113523,0.0000000,0,4741.0113523,47410113523,0.032450316489,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
111,GB7DNGF5QPJL57IHIKF4AQJUAR3LH3XLWBG4G26YFSDEFIRBV7ENNEPL,account,backstop_attributed,0.0000000,0,4577.5666410,45775666410,0.0000000,0,4577.5666410,45775666410,0.031331603157,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
112,GDXGTS2DLV7N6PT3FFLCQT7SHDKI7TK3PX73P2JFHMU46E3OF2UKKQ44,account,backstop_attributed,0.0000000,0,4564.2969962,45642969962,0.0000000,0,4564.2969962,45642969962,0.031240777773,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
113,GBZLNHWNLYXPTCQU7NPCFVDCFDEKCNN4W2DAG6IST3U6YRAO3Y5XUCI3,account,backstop_attributed,0.0000000,0,4397.9435709,43979435709,0.0000000,0,4397.9435709,43979435709,0.030102155463,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
114,GDFFMOXN6RMEXQGTXM2KLJMDEIJAYQXH3RPY4RSQI2FPMJURKAKCFXRU,account,backstop_attributed,0.0000000,0,4390.8360102,43908360102,0.0000000,0,4390.8360102,43908360102,0.030053507067,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
115,GAJ7BQBEMFJ5P72BRKH32HMBDJFTBTGN55ML6YLO4LR53SE53JJUVM4U,account,backstop_attributed,0.0000000,0,4269.2899044,42692899044,0.0000000,0,4269.2899044,42692899044,0.029221572843,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
116,GDWKIITS2K3RDVXPWCN4SZBZV5COEJ5KQ7N3ZK72YXOVEIYDRGSOJ3FJ,account,backstop_attributed,0.0000000,0,4238.5892355,42385892355,0.0000000,0,4238.5892355,42385892355,0.029011439108,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
117,GBZ67PL7X7DOVRFE6LXXLX4ELE4JCCQRGIH7ZJB7VKULIAC6FWDLSJF7,account,direct+backstop_attributed,4214.0183488,42140183488,0.5027077,5027077,0.0000000,0,4214.5210565,42145210565,0.028846702100,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
118,GCASHQQINAHSV6P57D4NPIHDCUF5PO2FAG4NHZ67HS2FDKYABWRCPHKQ,account,backstop_attributed,0.0000000,0,3999.6753728,39996753728,0.0000000,0,3999.6753728,39996753728,0.027376169778,2,Fixed|Forex,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CBYOBT7ZCCLQCBUYYIABZLSEGDPEUWXCUXQTZYOG3YBDR7U357D5ZIRF
119,GAIN2HU2ITUZPLGNWSH7JXXROL7MYIWDYXCUQDMQVJXFBEBPETSZYHNF,account,direct,3985.9960731,39859960731,0.0000000,0,0.0000000,0,3985.9960731,39859960731,0.027282540472,0,,
120,GB6G4XAUWPR2GRKZNVU2UFVNSUYJU4YFKYT5MJA234PS5TSCDN4TWLVY,account,backstop_attributed,0.0000000,0,3979.9662675,39799662675,0.0000000,0,3979.9662675,39799662675,0.027241268877,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
121,GBBBTXMJCCD34BNLDIVTL72VUYORCDTVCUZBDRGJMFK3Z77HY65UGNFI,account,backstop_attributed,0.0000000,0,3879.0251407,38790251407,0.0000000,0,3879.0251407,38790251407,0.026550367449,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
122,GDXRCMW4I5LWAB3DAOJKJNLIT36HCXSAMFNMDVU3BHMD4K4JHZXC75T7,account,backstop_attributed,0.0000000,0,3777.4849689,37774849689,0.0000000,0,3777.4849689,37774849689,0.025855365800,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
123,GDJSH2NU2WF6J4P5DL4522DUCABWSTZOKFQ7BHBCFYQ3QKC6FRYWP6OL,account,backstop_attributed,0.0000000,0,3723.9152962,37239152962,0.0000000,0,3723.9152962,37239152962,0.025488702929,3,Fixed|Forex|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CBYOBT7ZCCLQCBUYYIABZLSEGDPEUWXCUXQTZYOG3YBDR7U357D5ZIRF|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
124,GDEBK36QZ4K73XQFJEMEZDVEAZOOXE6VXAYVBMI63XRO6QDOOTAYXZXU,account,backstop_attributed,0.0000000,0,3710.9006256,37109006256,0.0000000,0,3710.9006256,37109006256,0.025399622741,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
125,GA3LI6A422JW3OWRFU6FKD26N3EDAG2OKQ76LX3NAM7XFARTNQE2Y2J6,account,backstop_attributed,0.0000000,0,3418.0714733,34180714733,0.0000000,0,3418.0714733,34180714733,0.023395324931,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
126,GDQQBII7E3LJJALSQ2YMOVKV3SJ57XO4YWBDWIPRWEV3HN4P36V642VN,account,backstop_attributed,0.0000000,0,3381.0185822,33810185822,0.0000000,0,3381.0185822,33810185822,0.023141712790,1,Etherfuse,CDMAVJPFXPADND3YRL4BSM3AKZWCTFMX27GLLXCML3PD62HEQS5FPVAI
127,GDH7YKGBMCUQW65HQBDWMGBT6EJ6TAV3GZILBA4W2IIIXK34L5MGXSBA,account,backstop_attributed,0.0000000,0,3371.9238660,33719238660,0.0000000,0,3371.9238660,33719238660,0.023079463114,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
128,GBCCLRP6NANKNJ5X5FGKUNECCBLZ5G7E2AEJHDBRZP4WPZWHV6B7HQVJ,account,backstop_attributed,0.0000000,0,3358.6417493,33586417493,0.0000000,0,3358.6417493,33586417493,0.022988552366,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
129,GBPUFOPDVPGM56MIO4KYSNV2N4XLYBZAXL6QMD75JWG7GC5L6ANFSYBL,account,direct,3082.4308547,30824308547,0.0000000,0,0.0000000,0,3082.4308547,30824308547,0.021097999848,0,,
130,GAYJJLHV2QQ4W4UKLQI4AKNBVMMJDK24IKYVE253FYNDN4YZMRV42HS5,account,direct+backstop_attributed,2993.8664587,29938664587,80.1362136,801362136,0.0000000,0,3074.0026723,30740026723,0.021040312328,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
131,GAXY566E3ZQBXOGFEX7VTZZO2ZUBZMZKYDJYGYR2WBT7VWHX3ZERKGYN,account,backstop_attributed,0.0000000,0,3073.0141076,30730141076,0.0000000,0,3073.0141076,30730141076,0.021033546000,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
132,GDZJGEJ3GUMDFYMBIE54G4MWCNCSSIWIDAWUKFKZPQ6BMDOM72V3WRB5,account,backstop_attributed,0.0000000,0,2723.5066039,27235066039,0.0000000,0,2723.5066039,27235066039,0.018641307664,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
133,GDFV3BOYPH4WL52WZNYY5S3G7FTJZIZY7U2LSHQGUZNDHYGD6XJB7E2M,account,direct+backstop_attributed,501.2020187,5012020187,2137.2267316,21372267316,0.0000000,0,2638.4287503,26384287503,0.018058983963,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
134,GAUNEBFNFBUAOM2T6CLV3AAXD2LLRRF7CFXBWHY3JZ5SJ3IQ6G3UUILX,account,backstop_attributed,0.0000000,0,2502.3392824,25023392824,0.0000000,0,2502.3392824,25023392824,0.017127506273,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
135,GDVO2AARC25LGTMOLVKCNDY3F2KHQ6D6Y7VGWYYY3S3P36XTV2WKGTMV,account,backstop_attributed,0.0000000,0,2448.6240628,24486240628,0.0000000,0,2448.6240628,24486240628,0.016759847192,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
136,GAAXA5VR2W3R6RW57TLH73LYKCSZAFOOPBMCPUT7TBJSVXC34ULVNXNV,account,backstop_attributed,0.0000000,0,2445.6386938,24456386938,0.0000000,0,2445.6386938,24456386938,0.016739413541,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
137,GAEVKTD2CL3MPPQBUSYJERWWRVPGFGBLXNFQXDVOD2YEILOP6OPJXDNV,account,backstop_attributed,0.0000000,0,2391.6214211,23916214211,0.0000000,0,2391.6214211,23916214211,0.016369687029,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
138,GBHT5GRGCZOV3XHVEOQGZDF25FWLKZTNYFCQIBRYPBNEA7SR3ZMG2AMW,account,backstop_attributed,0.0000000,0,2373.2513673,23732513673,0.0000000,0,2373.2513673,23732513673,0.016243951396,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
139,GAUNQMIH6WOF7CRZWBTHIU4EZFOQEJSJE4PGXY673EFRCJKEQEXNNRPK,account,backstop_attributed,0.0000000,0,2308.5575655,23085575655,0.0000000,0,2308.5575655,23085575655,0.015801148334,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
140,GBMYD7BFSJEPRRQX4VJTUORRQONV4BETTRK3IL6UZROSP3QJJNBEYOA7,account,backstop_attributed,0.0000000,0,2151.8109265,21518109265,0.0000000,0,2151.8109265,21518109265,0.014728280614,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
141,GAQ25ZOJ3RPBTZLRVEHHXV7EGUQCDCS5Y7GXUDWJZZXLC6N5I3U3EGK2,account,backstop_attributed,0.0000000,0,2149.1854543,21491854543,0.0000000,0,2149.1854543,21491854543,0.014710310312,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
